smiles,logA_stoch_mean,logA_stoch_std,C_stoch_mean,C_stoch_std,B_stoch_mean,B_stoch_std,fail_count,n_data,kl_div_two_normal_dists,MAE_stoch,MAE_db_and_sampled_hov,logA_det,C_det,B_det,MAE_det
C1=CC2C3C=CC1C=CC23,1.611,0.223,0.38,0.04,659.7,7.6,0,31,0.01,0.29,1.94,1.423,0.41,666.0,0.06
C1=CC2C3CCC(C3)C2C1,1.579,0.2,0.39,0.04,669.1,6.7,0,19,0.016,0.34,1.93,1.416,0.42,674.0,0.08
C1=CC2C=CC1C1C=CC21,1.758,0.165,0.35,0.03,689.1,4.7,0,22,0.01,1.02,1.83,1.727,0.35,692.0,0.94
C1=CC2C=CC1C2,1.777,0.333,0.32,0.06,562.3,8.2,0,20,0.013,0.48,1.68,1.722,0.33,564.0,0.35
C1=CC2C=CC3C=CC1C23,1.584,0.171,0.39,0.03,673.9,5.7,0,21,0.012,0.35,1.74,1.515,0.4,678.0,0.31
C1=CC2CCC1C2,1.448,0.04,0.37,0.01,585.7,1.5,0,29,0.012,0.1,0.16,1.461,0.37,585.2,0.1
C1=CC2CCC1CC2,1.709,0.258,0.35,0.05,631.5,8.4,0,26,0.015,0.22,1.66,1.505,0.38,637.5,0.02
C1=CC2CCC3C=CC1C23,1.448,0.2,0.38,0.04,704.8,5.2,0,25,0.014,0.18,1.84,1.345,0.4,707.8,0.05
C1=CC2CCC3CCC1C23,1.52,0.243,0.4,0.05,669.4,6.5,0,23,0.013,0.31,2.22,1.403,0.42,674.0,0.11
C1=CC2CCCC(C1)C2,1.71,0.241,0.35,0.05,674.3,7.8,0,20,0.012,0.14,1.82,1.598,0.37,679.6,0.03
C1=CC2CCCC1CC2,1.737,0.265,0.36,0.05,663.0,7.9,0,20,0.013,0.42,2.05,1.566,0.38,668.0,0.07
C1=CC2OC1c1ccccc12,1.683,0.369,0.37,0.07,769.7,11.4,0,12,0.015,0.36,2.22,1.567,0.39,777.0,0.23
C1=CC=C1,1.203,0.194,0.38,0.04,473.4,4.1,0,27,0.011,0.16,1.3,1.083,0.4,475.6,0.01
C1=CC=C2C=CC=CC(=C1)C2,1.567,0.185,0.4,0.03,721.8,4.1,0,26,0.014,0.39,2.35,1.509,0.41,724.0,0.22
C1=CC=C2C=CC=CC=C2C=C1,1.678,0.34,0.4,0.06,767.1,11.0,0,12,0.013,0.58,2.39,1.599,0.41,774.0,0.39
C1=CC=CC(C2C=CC=CC=C2)C=C1,1.616,0.192,0.4,0.04,725.4,5.0,0,22,0.012,0.44,2.39,1.489,0.42,729.0,0.19
C1=CC=CC(c2ccccc2)C=C1,1.736,0.192,0.41,0.04,747.2,4.8,0,27,0.015,0.7,2.82,1.651,0.42,751.0,0.6
C1=CC=CCC=C1,1.476,0.107,0.38,0.02,593.5,3.0,0,22,0.01,0.5,0.71,1.44,0.39,595.0,0.47
C1=CCC2CC=CC2C1,1.722,0.205,0.33,0.04,681.1,5.8,0,24,0.011,0.33,1.92,1.599,0.35,683.7,0.1
C1=CCC2CCC(C1)C2,1.706,0.196,0.35,0.04,667.3,6.8,0,20,0.009,0.25,1.79,1.594,0.37,670.0,0.05
C1=CCC2CCC2=C1,1.629,0.245,0.37,0.04,642.0,7.9,0,22,0.011,0.38,2.11,1.486,0.4,646.0,0.12
C1=CCC2c3ccccc3CC2C1,1.702,0.378,0.39,0.07,817.1,11.6,0,13,0.008,0.54,2.59,1.62,0.4,823.0,0.38
C1=CCC=CC1,1.502,0.06,0.37,0.01,568.4,2.0,0,19,0.015,0.14,0.29,1.451,0.38,569.6,0.13
C1=CCCC1,1.272,0.055,0.39,0.01,505.5,1.0,0,21,0.01,0.2,0.31,1.255,0.39,506.1,0.19
C1=CCCC=C1,1.47,0.075,0.37,0.01,556.0,3.7,0,21,0.013,0.23,0.38,1.423,0.37,558.0,0.2
C1=CCCC=C=CCCC=1,1.704,0.232,0.33,0.04,705.4,6.3,0,22,0.016,0.21,1.78,1.617,0.34,706.8,0.09
C1=CCCC=CCC1,1.591,0.204,0.37,0.04,647.0,2.9,0,24,0.011,0.97,1.92,1.531,0.38,648.0,0.9
C1=CCCCC1,1.235,0.086,0.41,0.02,560.3,0.5,0,26,0.01,0.36,0.75,1.261,0.41,560.5,0.33
C1=CCCCC=C1,1.658,0.244,0.34,0.05,585.9,8.1,0,19,0.014,0.29,1.73,1.494,0.37,592.3,0.05
C1=CCCCCC1,1.656,0.209,0.35,0.04,594.6,6.1,0,21,0.011,0.38,1.71,1.601,0.36,598.0,0.28
C1=CCCCCC=1,1.645,0.26,0.35,0.05,608.8,8.6,0,20,0.013,0.19,1.77,1.525,0.37,612.8,0.04
C1=CCCCCC=C1,1.584,0.212,0.37,0.04,633.3,6.3,0,21,0.014,0.2,1.81,1.51,0.38,637.2,0.08
C1=CCCCCCC1,2.401,0.503,0.24,0.09,587.0,36.1,0,19,0.012,1.57,2.14,2.312,0.25,602.0,1.31
C1=CCCCCCCC1,1.603,0.23,0.37,0.04,671.4,7.1,0,23,0.008,0.21,1.93,1.507,0.39,676.5,0.11
C1=CCCCCCCC=CCC1,1.579,0.236,0.4,0.04,736.4,6.8,0,26,0.011,0.32,2.23,1.493,0.41,741.0,0.17
C1=CCCCCCCCCCC1,1.402,0.229,0.46,0.04,713.0,5.3,0,25,0.012,0.49,2.69,1.391,0.46,716.0,0.47
C1=CCOC1,1.476,0.225,0.37,0.04,535.3,6.3,0,30,0.011,0.12,1.54,1.385,0.38,537.6,0.05
C1=CCc2c(ccc3ccccc23)C1,1.685,0.346,0.42,0.06,868.4,10.1,0,14,0.01,0.99,3.21,1.655,0.43,874.0,0.77
C1=CCc2cc3ccccc3cc2C1,1.668,0.393,0.44,0.07,858.7,11.5,0,14,0.009,1.14,3.38,1.662,0.44,863.0,0.86
C1=CCc2ccccc2C1,1.702,0.216,0.38,0.04,721.6,4.2,0,24,0.012,0.42,2.45,1.612,0.39,724.0,0.17
C1=COCC1,1.474,0.081,0.36,0.02,521.7,2.2,0,29,0.014,0.09,0.45,1.432,0.37,522.8,0.02
C1=COCCC1,1.503,0.107,0.37,0.02,561.0,1.0,0,18,0.007,0.28,0.47,1.476,0.37,561.4,0.21
C1=Cc2c(c3ccccc3c3ccccc23)C1,1.742,0.367,0.44,0.06,956.4,9.3,0,16,0.013,1.52,3.91,1.695,0.44,961.0,1.27
C1=Cc2c(ccc3c2ccc2ccccc23)C1,1.738,0.305,0.44,0.05,957.3,6.2,0,16,0.013,1.49,3.89,1.701,0.45,960.0,1.32
C1=Cc2c(ccc3ccccc23)CC1,1.702,0.327,0.42,0.06,869.3,9.5,0,14,0.009,0.93,3.2,1.66,0.43,875.0,0.73
C1=Cc2c3ccc4cccc5cc6ccc7ccc1c2c7c6c3c45,1.758,0.311,0.5,0.05,1191.1,7.9,0,20,0.006,3.77,6.47,1.753,0.5,1191.0,3.7
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,1.691,0.297,0.48,0.05,1058.7,4.3,0,18,0.014,2.29,4.73,1.724,0.47,1060.0,2.2
C1=Cc2c3cccc4ccc5cc6cccc7cc1c2c(c76)c5c43,1.74,0.29,0.5,0.05,1190.9,7.8,0,20,0.01,3.69,6.3,1.753,0.5,1191.0,3.7
C1=Cc2c3ccccc3c3c4c(ccc1c24)C=C3,1.675,0.298,0.47,0.05,1054.5,6.8,0,18,0.008,2.17,4.71,1.656,0.48,1057.0,2.0
C1=Cc2c3ccccc3cc3cccc1c23,1.689,0.29,0.45,0.05,965.5,5.3,0,16,0.008,1.58,3.93,1.695,0.45,969.0,1.41
C1=Cc2cc3cc4cccc5ccc6cc7ccc1c2c7c3c6c54,1.725,0.472,0.51,0.07,1191.1,20.3,0,20,0.014,3.99,6.34,1.798,0.5,1190.0,3.75
C1=Cc2cc3cc4ccccc4cc3cc2C1,1.753,0.31,0.44,0.05,930.7,9.5,0,15,0.013,1.6,3.76,1.678,0.46,936.0,1.48
C1=Cc2cc3ccc4ccc5ccc6ccc7cc1c2c1c7c6c5c4c31,1.178,0.409,0.61,0.06,1249.4,13.5,1,21,0.009,2.25,7.37,1.258,0.59,1248.0,2.31
C1=Cc2cc3ccc4ccc5cccc6c7ccc1c2c7c3c4c56,1.729,0.339,0.5,0.06,1194.9,8.8,0,20,0.014,3.64,6.49,1.746,0.5,1196.0,3.63
C1=Cc2cc3ccc4cccc5c6cccc7cc1c2c(c76)c3c45,1.726,0.291,0.51,0.05,1190.6,4.3,0,20,0.017,3.8,6.26,1.753,0.5,1191.0,3.7
C1=Cc2cc3ccccc3c3cccc1c23,1.659,0.274,0.46,0.05,966.3,6.4,0,16,0.011,1.65,3.92,1.695,0.45,969.0,1.41
C1=Cc2cc3ccccc3cc2C1,1.657,0.437,0.43,0.08,840.6,15.4,0,13,0.015,0.93,3.02,1.602,0.44,848.0,0.82
C1=Cc2cc3ccccc3cc2CC1,1.65,0.34,0.44,0.06,860.4,8.7,0,14,0.02,1.17,3.18,1.666,0.43,865.0,0.83
C1=Cc2ccc3c(c2CC1)CCCC3,1.597,0.339,0.43,0.06,807.3,8.4,0,13,0.01,0.76,2.98,1.573,0.43,811.0,0.58
C1=Cc2ccc3ccccc3c2C1,1.65,0.383,0.43,0.07,851.5,12.0,0,14,0.015,1.0,2.99,1.587,0.44,855.0,0.69
C1=Cc2ccc3ccccc3c2CC1,1.715,0.335,0.42,0.06,869.1,9.2,0,14,0.009,0.93,3.17,1.66,0.43,875.0,0.73
C1=Cc2cccc3cccc1c23,1.773,0.233,0.39,0.04,832.7,8.5,0,25,0.014,0.4,2.54,1.691,0.4,839.0,0.22
C1=Cc2ccccc2C1,1.619,0.089,0.38,0.02,690.3,3.8,0,23,0.01,0.24,0.67,1.54,0.4,693.0,0.18
C1=Cc2ccccc2CC1,1.606,0.057,0.39,0.01,725.9,1.7,0,25,0.012,0.32,0.42,1.565,0.4,727.0,0.31
C1=c2ccc3c4c(ccc(c24)=C1)=CC=3,1.667,0.303,0.46,0.05,943.4,9.6,0,15,0.009,1.55,3.87,1.666,0.46,948.0,1.45
C1C2C1C1C3C(C4CC4C34CC4)C2C12CC2,1.683,0.349,0.43,0.06,754.7,6.9,0,12,0.018,1.06,3.12,1.607,0.44,757.8,0.93
C1C2C3CC(C12)C1(CC1)C3,1.649,0.241,0.39,0.04,661.1,4.8,0,23,0.011,0.41,2.35,1.548,0.41,663.7,0.26
C1C2C3CC(C12)C1C2CC2CC31,1.069,0.392,0.47,0.07,810.0,9.1,0,13,0.012,0.86,2.06,1.023,0.48,812.0,0.79
C1C2C3CC4C5CC3C1C5C24,1.613,0.242,0.4,0.04,692.5,6.5,0,24,0.015,0.37,2.43,1.537,0.42,697.0,0.22
C1C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,1.882,0.324,0.41,0.06,866.8,11.6,0,14,0.013,1.11,3.72,1.791,0.42,874.0,0.87
C1C2CC12,1.308,0.194,0.33,0.04,463.0,4.7,0,26,0.015,0.11,1.09,1.252,0.34,464.4,0.1
C1C2CC1C2,1.411,0.208,0.36,0.04,466.3,4.7,0,26,0.012,0.11,1.33,1.328,0.37,468.5,0.03
C1C2CC2C2CC12,1.606,0.248,0.31,0.05,621.7,8.6,0,21,0.012,0.19,1.44,1.525,0.32,625.4,0.11
C1C2CC3C1C3C2,2.178,1.031,0.28,0.12,520.1,40.5,0,22,0.012,2.49,1.99,1.831,0.34,536.0,0.46
C1C2CC3CC(CC1O3)O2,1.596,0.307,0.4,0.06,697.8,10.8,0,28,0.011,0.44,2.24,1.423,0.43,701.0,0.18
C1C2CC3CC1CC(C14CC5CC(CC(C5)C1)C4)(C2)C3,1.768,0.263,0.35,0.05,930.3,10.2,0,20,0.015,0.17,2.1,1.649,0.37,934.5,0.08
C1C2CC3CC1OC(O2)O3,1.633,0.25,0.37,0.05,712.4,9.5,0,22,0.009,0.22,1.94,1.475,0.4,719.9,0.03
C1CC1,1.07,0.184,0.38,0.04,398.3,2.9,0,13,0.017,0.04,0.23,1.071,0.38,398.1,0.03
C1CC12CC2,1.404,0.129,0.36,0.02,495.6,5.9,0,18,0.009,0.14,0.49,1.286,0.38,500.0,0.03
C1CC12CC21CC1,1.536,0.235,0.37,0.04,582.7,5.6,0,21,0.016,0.24,1.64,1.437,0.38,584.8,0.19
C1CC12CC21CC12CC2,1.437,0.214,0.4,0.04,605.4,5.3,0,22,0.009,0.27,1.91,1.395,0.41,607.3,0.22
C1CC1=C1CC1,1.626,0.233,0.36,0.05,572.8,7.7,0,18,0.011,0.22,1.73,1.473,0.38,579.0,0.06
C1CC1C(C1CC1)(C1CC1)C(C1CC1)(C1CC1)C1CC1,1.872,0.35,0.43,0.06,815.0,7.7,0,13,0.01,1.95,4.04,1.773,0.44,818.0,1.79
C1CC1C1CC1,1.449,0.25,0.38,0.05,540.7,5.7,0,20,0.009,0.3,1.81,1.356,0.4,543.5,0.16
C1CC1CC1CC1,1.46,0.253,0.39,0.05,567.2,6.3,0,22,0.011,0.41,1.94,1.378,0.41,571.0,0.32
C1CC2(C1)CC2,1.554,0.211,0.35,0.04,538.2,5.9,0,30,0.012,0.12,1.42,1.468,0.36,541.5,0.02
C1CC2(C1)CC21CC1,1.633,0.288,0.35,0.05,547.6,8.9,0,17,0.008,0.24,1.66,1.461,0.38,552.5,0.06
C1CC2(CCCC3(C1)OCCO3)OCCO2,1.772,0.268,0.41,0.05,785.3,5.8,0,27,0.015,0.63,3.22,1.728,0.42,787.0,0.57
C1CC23CCC2(C1)O3,1.664,0.207,0.36,0.04,626.9,6.4,0,21,0.013,0.33,2.0,1.52,0.39,631.0,0.11
C1CC2C3CCC(C3)C2C1,2.191,0.287,0.28,0.05,676.4,18.5,0,19,0.01,1.37,1.37,2.016,0.31,681.9,0.96
C1CC2CC12,1.391,0.165,0.33,0.03,534.1,5.1,0,30,0.01,0.16,1.16,1.355,0.34,534.8,0.16
C1CC2CC1C1CC3CC3C21,2.026,0.265,0.34,0.05,695.3,9.6,0,24,0.012,0.79,2.38,2.035,0.33,699.0,0.78
C1CC2CC2C1,1.759,0.133,0.32,0.02,546.5,3.7,0,20,0.014,0.35,0.7,1.709,0.33,549.0,0.26
C1CC2CC2CCC2CC12,1.69,0.204,0.35,0.04,664.1,6.9,0,21,0.016,0.27,1.91,1.575,0.37,667.6,0.05
C1CC2CCC(C1)C2,1.719,0.269,0.34,0.05,631.6,10.0,0,21,0.017,0.23,1.8,1.553,0.37,638.3,0.07
C1CC2CCC(C1)CC2,1.69,0.214,0.36,0.04,667.4,5.4,0,23,0.008,0.34,2.09,1.532,0.38,670.9,0.11
C1CC2CCC12,1.474,0.271,0.35,0.05,564.3,7.7,0,18,0.01,0.24,1.5,1.335,0.38,570.0,0.1
C1CC2CCC1C2,1.555,0.206,0.36,0.04,581.6,6.5,0,23,0.013,0.26,1.58,1.335,0.4,585.8,0.06
C1CC2CCC1CC2,1.916,0.526,0.3,0.1,624.6,33.1,0,20,0.013,0.57,1.75,1.528,0.37,642.0,0.05
C1CC2CCC1CCC1CCC(CC1)CC2,1.666,0.31,0.38,0.06,815.0,8.4,0,12,0.012,0.26,2.33,1.58,0.39,819.6,0.06
C1CC2CCC1COC2,1.848,0.317,0.34,0.06,656.8,16.5,0,23,0.014,0.39,2.09,1.596,0.39,666.0,0.09
C1CC2CCC1O2,1.708,0.292,0.34,0.05,620.2,10.2,0,21,0.012,0.56,1.96,1.508,0.38,625.1,0.08
C1CC2CCC2C1,1.584,0.261,0.36,0.05,585.0,5.0,0,19,0.013,0.27,1.82,1.457,0.39,588.0,0.05
C1CC2CCC3CCC1C23,1.661,0.219,0.36,0.04,691.3,7.5,0,24,0.009,0.22,1.99,1.56,0.38,696.4,0.14
C1CC2CCC3CCCC4CCC(C1)C2C34,1.757,0.23,0.39,0.04,856.0,4.0,0,14,0.017,0.97,2.69,1.732,0.4,858.0,0.84
C1CC2CCCC(C1)C2,1.674,0.257,0.36,0.05,668.8,9.0,0,23,0.01,0.24,1.94,1.539,0.38,675.0,0.1
C1CC2CCCC(C1)CC2,1.705,0.22,0.32,0.04,690.7,7.8,0,24,0.008,0.08,1.65,1.675,0.33,692.4,0.08
C1CC2CCCC(C1)CCC2,1.713,0.165,0.36,0.03,725.4,4.9,0,23,0.012,0.26,2.0,1.614,0.37,728.3,0.04
C1CC2CCCC2C1,1.673,0.227,0.35,0.04,628.3,7.9,0,22,0.014,0.25,1.75,1.512,0.37,634.5,0.11
C1CC2CCCC3CCC(C1)C23,1.524,0.255,0.41,0.05,727.6,6.7,0,26,0.009,0.36,2.46,1.437,0.43,731.0,0.19
C1CC2OC2C1,1.604,0.275,0.36,0.05,576.5,9.0,0,18,0.016,0.17,1.7,1.447,0.39,582.6,0.06
C1CCC(=C2CCCCC2)CC1,1.562,0.215,0.41,0.04,727.9,6.3,0,26,0.015,0.48,2.43,1.508,0.42,731.0,0.28
C1CCC(C(C2CCCC2)C2CCCC2)C1,1.852,0.538,0.39,0.1,796.1,24.9,0,12,0.021,2.9,3.24,1.407,0.47,802.0,2.53
C1CCC(C(C2CCCCC2)C(C2CCCCC2)C2CCCCC2)CC1,1.095,0.473,0.54,0.08,913.3,19.7,0,26,0.016,1.07,3.44,1.243,0.52,907.0,1.01
C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,1.798,0.194,0.41,0.03,832.8,3.9,0,12,0.014,1.3,2.0,1.79,0.42,834.0,1.28
C1CCC(C2(C3CCCC3)CCCCC2)CC1,1.56,0.377,0.42,0.07,813.8,13.1,0,13,0.017,0.46,2.61,1.445,0.44,820.0,0.22
C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,1.212,0.202,0.54,0.04,883.5,6.0,0,24,0.012,1.22,3.01,1.144,0.56,886.0,1.13
C1CCC(C2CC2)CC1,1.599,0.279,0.38,0.05,644.0,4.9,0,22,0.01,1.33,2.14,1.535,0.39,647.0,1.24
C1CCC(C2CCC(C3CCCC3)C2)C1,1.948,0.372,0.37,0.07,774.7,13.4,0,12,0.013,1.26,2.74,1.838,0.39,781.0,1.05
C1CCC(C2CCC(C3CCCCC3)CC2)CC1,2.083,0.272,0.38,0.05,816.9,4.7,0,13,0.017,2.16,3.4,1.955,0.4,819.0,1.95
C1CCC(C2CCCC(C3CCCCC3)C2)CC1,1.777,0.284,0.42,0.05,833.2,6.1,0,13,0.011,1.43,3.22,1.779,0.42,836.0,1.4
C1CCC(C2CCCC2)C1,1.585,0.047,0.39,0.01,689.0,1.7,0,25,0.012,0.26,0.39,1.547,0.4,690.0,0.27
C1CCC(C2CCCC2)CC1,1.679,0.208,0.38,0.04,710.8,6.3,0,21,0.011,0.1,2.04,1.61,0.39,714.3,0.05
C1CCC(C2CCCCC2)CC1,1.801,0.115,0.37,0.02,742.3,2.3,0,26,0.011,1.28,0.88,1.833,0.37,742.0,1.25
C1CCC(C2CCCCC2C2CCCCC2)CC1,1.507,0.348,0.46,0.06,819.2,9.6,1,13,0.016,0.74,2.96,1.397,0.48,825.0,0.62
C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1,1.952,0.349,0.42,0.06,830.6,11.5,0,13,0.014,2.11,3.91,1.804,0.45,836.0,2.09
C1CCC(CC2(CC3CCCCC3)CCCCC2)CC1,1.514,0.282,0.46,0.05,824.2,6.0,0,13,0.015,0.88,2.99,1.552,0.45,827.0,0.76
C1CCC(CC2CCCC2)C1,1.557,0.238,0.41,0.04,690.8,6.4,0,24,0.015,0.36,2.37,1.498,0.42,695.0,0.21
C1CCC(CC2CCCC2)CC1,0.379,5.499,0.62,0.69,780.1,255.9,1,26,0.012,7.34,3.24,1.551,0.45,725.0,3.53
C1CCC(CC2CCCCC2)CC1,1.442,0.203,0.44,0.04,746.1,3.9,0,27,0.013,0.82,2.27,1.446,0.44,748.0,0.8
C1CCC(CCC(C2CCCCC2)C2CCCCC2)CC1,1.513,0.358,0.5,0.06,838.6,7.6,0,13,0.012,1.1,3.84,1.456,0.5,842.0,1.0
C1CCC(CCC(CCC2CCCC2)CCC2CCCC2)C1,1.367,0.327,0.51,0.06,827.5,5.0,0,13,0.012,1.55,3.54,1.382,0.51,829.0,1.55
C1CCC(CCC2CCCC2)C1,1.662,0.204,0.41,0.04,694.5,6.6,0,24,0.012,0.58,2.52,1.558,0.42,699.0,0.42
C1CCC(CCCC(CCCC2CCCCC2)CCC2CCCCC2)CC1,0.899,0.476,0.58,0.08,867.5,11.5,0,14,0.013,0.95,3.7,0.874,0.58,870.0,0.89
C1CCC(CCCC(CCCC2CCCCC2)CCCC2CCCCC2)CC1,1.242,0.402,0.56,0.07,879.3,8.5,0,14,0.011,1.73,4.52,1.225,0.56,880.0,1.71
C1CCC(CCCC2CCCC2)CC1,1.777,0.338,0.4,0.06,751.0,16.0,0,27,0.013,2.13,2.83,1.859,0.38,747.0,1.93
C1CCC(CCCC2CCCCC2)CC1,1.628,0.447,0.43,0.08,772.2,15.6,0,12,0.008,0.78,2.83,1.577,0.44,777.0,0.67
C1CCC(CCCCC2CCC(CCCCC3CCCCC3)CC2)CC1,0.852,0.371,0.54,0.06,858.0,9.1,0,14,0.018,0.79,2.49,0.836,0.54,862.0,0.73
C1CCC(CCCCC2CCCC2)C1,1.482,0.224,0.46,0.04,730.0,4.0,0,26,0.011,0.64,2.92,1.447,0.46,732.0,0.56
C1CCC(CCCCC2CCCCC2)CC1,1.535,0.361,0.45,0.07,785.3,8.0,0,12,0.007,0.79,3.19,1.551,0.45,789.0,0.77
C1CCC(CCCCCC2CCCCC2)CC1,1.446,0.425,0.47,0.08,796.1,12.6,0,12,0.009,0.69,3.19,1.417,0.47,801.0,0.57
C1CCC1,1.429,0.128,0.34,0.02,457.9,3.0,0,29,0.011,0.15,0.59,1.386,0.35,460.0,0.1
C1CCC2(C1)CC2,1.631,0.277,0.35,0.05,573.1,9.1,0,18,0.011,0.15,1.62,1.498,0.37,577.9,0.04
C1CCC2(C1)CCCC2,1.672,0.17,0.36,0.03,645.5,7.3,0,22,0.014,0.25,1.51,1.546,0.38,649.6,0.1
C1CCC2(C1)OCCO2,1.786,0.186,0.36,0.03,636.6,5.2,0,21,0.011,0.56,1.81,1.733,0.37,639.0,0.5
C1CCC2(CC1)CC2,1.565,0.247,0.37,0.05,607.2,6.8,0,23,0.015,0.29,1.9,1.422,0.39,612.0,0.22
C1CCC2(CC1)CCC2,1.637,0.206,0.37,0.04,651.4,6.6,0,22,0.014,0.26,2.0,1.522,0.39,656.0,0.09
C1CCC2(CC1)CCCC2,1.616,0.105,0.38,0.02,684.7,3.5,0,24,0.012,0.21,0.82,1.55,0.39,686.8,0.13
C1CCC2(CC1)OCCO2,1.823,0.161,0.36,0.03,665.8,3.6,0,23,0.01,0.83,2.1,1.715,0.37,668.0,0.65
C1CCC2(CCCCC3(C1)OCCO3)OCCO2,2.107,0.273,0.36,0.05,805.4,9.4,0,20,0.011,0.51,3.24,1.911,0.39,812.1,0.03
C1CCC2(CCCCCC3(CC1)OCCO3)OCCO2,2.616,0.805,0.28,0.15,752.4,115.7,0,15,0.016,4.14,5.5,2.023,0.39,795.6,0.09
C1CCC2=C(C1)CCCC2,1.691,0.216,0.37,0.04,705.2,7.5,0,25,0.011,0.42,2.18,1.559,0.39,710.0,0.2
C1CCC2C(C1)C1CCCC3CCCC2C31,1.71,0.256,0.4,0.04,852.6,4.5,0,14,0.017,0.87,2.69,1.696,0.4,853.0,0.82
C1CCC2C(C1)C1CCCCC1C1CCCCC21,1.521,0.359,0.45,0.06,828.9,13.4,0,13,0.02,0.67,2.93,1.461,0.46,834.0,0.54
C1CCC2C(C1)CC1C3CCCCC3CC21,1.743,0.436,0.4,0.08,832.5,17.5,0,13,0.01,0.79,2.66,1.667,0.41,841.0,0.65
C1CCC2C(C1)CC1CCCCC12,1.852,0.223,0.37,0.04,747.0,8.4,0,25,0.008,0.28,2.29,1.827,0.38,748.0,0.28
C1CCC2C(C1)CCC1C2CC2C3CCCCC3CCC21,1.989,0.532,0.41,0.08,860.3,21.4,0,14,0.013,3.19,4.09,1.997,0.41,857.0,2.49
C1CCC2C(C1)CCC1CCCC12,1.585,0.174,0.41,0.03,745.6,3.7,0,27,0.013,0.47,2.5,1.545,0.42,748.0,0.33
C1CCC2C(C1)CCC1CCCCC12,1.649,0.334,0.41,0.06,791.6,9.5,0,12,0.011,0.85,2.46,1.493,0.44,795.0,0.73
C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21,0.86,0.547,0.59,0.09,896.7,11.2,0,12,0.011,2.73,3.41,0.831,0.6,895.0,2.35
C1CCC2C3CCC(CC3)C2C1,1.703,0.327,0.37,0.06,757.9,7.7,0,12,0.015,0.43,2.41,1.573,0.4,763.0,0.23
C1CCC2CC2C1,1.379,0.139,0.41,0.02,588.4,6.2,0,19,0.011,0.4,0.61,1.347,0.41,589.4,0.39
C1CCC2CC3CCCCC3CC2C1,1.719,0.214,0.39,0.04,758.9,7.6,0,29,0.011,0.49,2.34,1.488,0.43,765.0,0.16
C1CCC2CCC2C1,1.61,0.113,0.37,0.02,623.5,3.7,0,21,0.01,0.21,0.61,1.547,0.38,625.1,0.15
C1CCC2CCCC2C1,1.58,0.224,0.38,0.04,651.6,5.6,0,23,0.006,0.29,2.05,1.507,0.39,656.0,0.18
C1CCC2CCCC2CC1,1.753,0.084,0.37,0.02,647.1,2.5,0,22,0.01,0.18,0.72,1.689,0.38,649.0,0.06
C1CCC2CCCCC2C1,1.822,0.152,0.36,0.03,642.9,3.4,0,24,0.013,0.75,1.61,1.723,0.38,645.0,0.76
C1CCC2OC2C1,1.583,0.195,0.37,0.04,619.3,5.2,0,22,0.008,0.32,1.21,1.518,0.38,621.7,0.05
C1CCC2OC2CC1,1.654,0.219,0.37,0.04,651.9,6.8,0,20,0.016,0.22,1.95,1.528,0.39,658.0,0.06
C1CCCC(C2CCCC2)CC1,1.609,0.185,0.4,0.03,741.7,4.5,0,27,0.015,0.44,2.36,1.537,0.41,744.0,0.26
C1CCCC(C2CCCCCC2)CC1,1.607,0.269,0.43,0.05,763.9,4.1,0,12,0.02,0.78,2.89,1.574,0.43,766.0,0.68
C1CCCC(C2CCCCCCC2)CCC1,1.592,0.563,0.41,0.1,782.0,22.7,0,12,0.013,0.54,2.49,1.382,0.45,797.0,0.17
C1CCCC1,0.973,1.15,0.43,0.17,535.2,85.3,0,17,0.017,0.7,0.68,1.372,0.37,505.2,0.11
C1CCCC2(CC1)CCCCC2,1.538,0.234,0.42,0.04,732.7,6.3,0,26,0.013,0.49,2.06,1.424,0.44,737.6,0.47
C1CCCC2(CCCCCCC3(CC1)OCCO3)OCCO2,2.003,0.234,0.39,0.04,851.2,9.1,0,22,0.013,1.16,3.32,1.775,0.43,857.0,0.74
C1CCCC2(CCCCCCCC3(CCC1)OCCO3)OCCO2,1.915,0.223,0.41,0.04,872.7,5.9,0,25,0.01,1.03,3.53,1.84,0.43,876.0,0.88
C1CCCC2CC2CC1,1.642,0.192,0.38,0.04,625.0,5.2,0,21,0.015,0.39,2.09,1.498,0.4,628.0,0.15
C1CCCC2OC2CC1,1.741,0.181,0.37,0.03,685.5,6.1,0,20,0.012,0.4,2.19,1.6,0.39,690.0,0.12
C1CCCCC1,0.202,6.333,0.55,0.79,603.6,292.2,0,15,0.008,4.04,1.29,1.263,0.4,550.1,0.11
C1CCCCC2(CCCCCCCCC3(CCC1)OCCO3)OCCO2,1.898,0.399,0.42,0.07,887.7,13.1,0,12,0.015,0.96,3.82,1.709,0.45,894.0,0.67
C1CCCCC2(CCCCCCCCCC3(CCCC1)OCCO3)OCCO2,1.907,0.306,0.43,0.05,907.4,5.0,0,13,0.019,1.35,4.11,1.812,0.44,911.0,1.04
